census_year,block_id,property_id,base_property_id,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_code,industry_anzsic4_description,seating_type,number_of_seats,longitude,latitude,location
2017,17,104024,104024,130-132 Flinders Street MELBOURNE 3000,Melbourne (CBD),Cafe Bisqui,"Shop 1, Ground , 130-132 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,34,144.970543,-37.81627649,"-37.81627648871917, 144.97054297559998"
2017,95,105990,105990,18-20 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),Dokidoki Japanese Restaurant,18-20 Little La Trobe Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,41,144.9628187,-37.80912864,"-37.809128644524705, 144.96281870274998"
2018,443,608842,608842,437-439 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),Spence,437-439 Spencer Street WEST MELBOURNE 3003,4511,Cafes and Restaurants,Seats - Indoor,14,144.9498349,-37.81042583,"-37.81042582885, 144.9498349352059"
2019,441,102956,102956,177-231 Rosslyn Street WEST MELBOURNE 3003,West Melbourne (Residential),Apotheke Specialty Coffee,"Part Ground 0, 185-0 Rosslyn Street WEST MELBOURNE 3003",4511,Cafes and Restaurants,Seats - Indoor,30,144.9485576,-37.81021824,"-37.81021823725, 144.9485576325817"
2016,36,108534,108534,150-154 Collins Street MELBOURNE 3000,Melbourne (CBD),In A Rush 150 Collins,"Suite 1, Mezzanine , 150-154 Collins Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,41,144.968047,-37.81422393,"-37.81422392909147, 144.9680469520036"
2016,47,101124,101124,169 Bourke Street MELBOURNE 3000,Melbourne (CBD),Da Rin,"Ground , 169 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.9685728,-37.81294845,"-37.812948448640455, 144.96857281303818"
2016,54,108145,108145,8-14 Rankins Lane MELBOURNE 3000,Melbourne (CBD),Manchester Press,"Ground , 8 Rankins Lane MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9621369,-37.81387561,"-37.813875608276135, 144.96213693310784"
2016,62,105383,105383,212-224 King Street MELBOURNE 3000,Melbourne (CBD),Delhi Rocks,"Shop 2, Ground , 212 King Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Outdoor,10,144.9553985,-37.81500899,"-37.81500899261695, 144.9553985453585"
2016,773,579363,579363,1-13 Point Park Crescent DOCKLANDS 3008,Docklands,Pizze Societe,2 Point Park Crescent DOCKLANDS 3008,4512,Takeaway Food Services,Seats - Outdoor,16,144.9411277,-37.8229188,"-37.82291879762044, 144.9411276713284"
2016,790,589462,589462,38-46 Sabre Drive FISHERMANS BEND 3207,Port Melbourne,Sabre Cafe,"Unit 2, Part 42 Sabre Drive FISHERMANS BEND 3207",4511,Cafes and Restaurants,Seats - Indoor,74,144.9063453,-37.82797804,"-37.82797803953944, 144.90634529645212"
2017,423,109721,109721,361-365 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),Three Crowns Hotel,361-365 Victoria Street WEST MELBOURNE 3003,4520,"Pubs, Taverns and Bars",Seats - Indoor,189,144.9494648,-37.80539718,"-37.80539717651994, 144.94946479915"
2017,618,109994,109994,170-176 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Da Bruno Ristorante Pizza,"Ground , 176 Wellington Parade EAST MELBOURNE 3002",4511,Cafes and Restaurants,Seats - Indoor,72,144.9843028,-37.81583719,"-37.81583719095616, 144.9843027931"
2018,46,101135,101135,227-229 Bourke Street MELBOURNE 3000,Melbourne (CBD),Drumplings,227-229 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9669249,-37.81340948,"-37.81340948433001, 144.96692489855"
2018,71,105316,105316,273 King Street MELBOURNE 3000,Melbourne (CBD),Tom Toon 3 Thai Restaurant,273 King Street MELBOURNE 3000,4512,Takeaway Food Services,Seats - Indoor,24,144.9542816,-37.81384785,"-37.8138478459, 144.95428163969422"
2014,35,103324,103324,88 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Mag Nation Pty Ltd,88 Elizabeth Street MELBOURNE 3000,4244,Newspaper and Book Retailing,Seats - Outdoor,8,144.9642396,-37.8158464,"-37.815846397849995, 144.96423963337105"
2014,35,105922,105922,273-279 Little Collins Street MELBOURNE 3000,Melbourne (CBD),San Paolo Solarino,7 Little Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,45,144.9653694,-37.81490303,"-37.81490303405163, 144.96536944915"
2014,41,101165,101165,669-675 Bourke Street MELBOURNE 3000,Melbourne (CBD),Donkey Wheel Ltd,673 Bourke Street MELBOURNE 3000,6712,Non-Residential Property Operators,Seats - Indoor,145,144.9541002,-37.81721839,"-37.8172183936824, 144.9541002451"
2014,44,105956,105956,384-390 Little Collins Street MELBOURNE 3000,Melbourne (CBD),STREAT,5 Little Collins Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Outdoor,9,144.9617411,-37.81560564,"-37.81560564115144, 144.9617411281"
2014,48,103623,103623,136-144 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Black Velvet Espresso,"Part Ground , 136 Exhibition Street MELBOURNE 3000",4512,Takeaway Food Services,Seats - Indoor,14,144.9711073,-37.81240243,"-37.8124024255, 144.97110725813997"
2014,217,103711,103711,172-174 Faraday Street CARLTON 3053,Carlton,The Carlton Wine Room,"Ground , 172-174 Faraday Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,126,144.9685857,-37.79858388,"-37.79858387835336, 144.96858566539998"
2014,257,525992,525992,157 Pelham Street CARLTON 3053,Carlton,Briscola,"Ground , 157 Pelham Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,20,144.9613352,-37.80242141,"-37.8024214124, 144.96133523271402"
2014,265,101581,101581,55 Cardigan Street CARLTON 3053,Carlton,Soul Soup Cafe,"Ground , 55 Cardigan Street CARLTON 3053",4512,Takeaway Food Services,Seats - Indoor,26,144.9642777,-37.80543838,"-37.80543838285, 144.96427769665348"
2014,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Little Richard Pizza Bar,Part 5-17 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Outdoor,18,144.9558469,-37.80143597,"-37.801435967312926, 144.9558469108"
2014,378,103819,103819,81-83 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Cafe Vagabond,81 Flemington Road NORTH MELBOURNE 3051,4511,Cafes and Restaurants,Seats - Indoor,30,144.9531712,-37.79881148,"-37.79881147775, 144.95317117006334"
2014,710,108621,108621,393-401 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Cafe Vue,"Shop 1, 397 St Kilda Road MELBOURNE 3004",4511,Cafes and Restaurants,Seats - Indoor,75,144.9760327,-37.83571029,"-37.8357102862, 144.97603268473304"
2014,733,110397,110397,296-306 City Road SOUTHBANK 3006,Southbank,Ultimate You Fitness,"Ground , 300 City Road SOUTHBANK 3006",9111,Health and Fitness Centres and Gymnasia Operation,Seats - Indoor,50,144.9584594,-37.82689102,"-37.82689102385, 144.95845940459225"
2015,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",4520,"Pubs, Taverns and Bars",Seats - Indoor,120,144.9645698,-37.81562963,"-37.81562963032864, 144.96456984275"
2013,13,104002,104002,376-388 Flinders Street MELBOURNE 3000,Melbourne (CBD),Four Seasons House,"Shop 1, Ground , 376-388 Flinders Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,38,144.961554,-37.81884132,"-37.81884131955, 144.961553983381"
2013,13,108060,108060,19-35 Queen Street MELBOURNE 3000,Melbourne (CBD),Luca's Cafe,"Part Ground , 31 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,36,144.9617788,-37.81822672,"-37.81822672415, 144.96177881312235"
2013,22,105397,105397,42-44 King Street MELBOURNE 3000,Melbourne (CBD),Rare Steakhouse King Street,42-44 King Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,120,144.9573227,-37.81918403,"-37.81918403029999, 144.95732265616206"
2013,24,108113,108113,40-52 Queen Street MELBOURNE 3000,Melbourne (CBD),Shuji Sushi,"Shop 2, Ground , 50 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,74,144.9621886,-37.81758583,"-37.8175858273767, 144.96218857225"
2013,47,101121,101121,147-149 Bourke Street MELBOURNE 3000,Melbourne (CBD),Gyoza Douraku,147-149 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,80,144.9689723,-37.81280688,"-37.81280687507622, 144.96897233775"
2013,53,101179,101179,480 Bourke Street MELBOURNE 3000,Melbourne (CBD),CBD Bakery,"Ground , 480 Bourke Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,32,144.9594641,-37.81506556,"-37.8150655619844, 144.95946412389998"
2013,53,110144,110144,178-188 William Street MELBOURNE 3000,Melbourne (CBD),Illia Cafe,"Ground , 180 William Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,52,144.9580876,-37.81476817,"-37.81476817135, 144.9580876315821"
2013,58,504545,504545,14 Bourke Street MELBOURNE 3000,Melbourne (CBD),Red Pepper Indian Restaurant,14 Bourke Street MELBOURNE 3000,4511,Cafes and Restaurants,Seats - Indoor,33,144.9724607,-37.81126191,"-37.81126191156069, 144.9724606977"
2013,62,105713,105713,541-557 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Bratwurst Shop,"Shop 1, Ground , 555 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,70,144.9562134,-37.81439347,"-37.81439347085, 144.95621343315685"
2013,78,110713,580090,2 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Mr Speaker,"Part Ground , 2 Lonsdale Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,75,144.9714058,-37.8090367,"-37.8090367014, 144.97140576354766"
2013,103,108084,108084,365-371 Queen Street MELBOURNE 3000,Melbourne (CBD),Lunchroom,"Shop 3, Ground , 365 Queen Street MELBOURNE 3000",4511,Cafes and Restaurants,Seats - Indoor,50,144.9579931,-37.80987984,"-37.80987983735, 144.95799307041784"
2013,206,106117,106117,215-217 Lygon Street CARLTON 3053,Carlton,Westpac,215 Lygon Street CARLTON 3053,6221,Banking,Seats - Outdoor,48,144.9667008,-37.80028056,"-37.8002805607, 144.96670083814325"
2013,240,104466,104466,153-163 Barry Street CARLTON 3053,Carlton,Baretto Cafe,"Ground , 161 Barry Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Outdoor,36,144.9592811,-37.80023252,"-37.80023252015, 144.95928106346474"
2013,247,106224,106224,262 Lygon Street CARLTON 3053,Carlton,Alpino Restaurant,262 Lygon Street CARLTON 3053,4511,Cafes and Restaurants,Seats - Outdoor,24,144.9671859,-37.80103416,"-37.80103415715, 144.96718593349937"
2013,265,109384,109384,462-468 Swanston Street CARLTON 3053,Carlton,The First Big Mama,"Unit 1, Part Ground , 466 Swanston Street CARLTON 3053",4511,Cafes and Restaurants,Seats - Indoor,48,144.9633297,-37.80600874,"-37.80600874095, 144.96332973370482"
